source_id,RA_ICRS,DE_ICRS,Gmag
8850008201,26.66389251,-61.39098723,7.73
8850013171,26.13737644,-61.01870719,6.774
8850014471,22.90576691,-61.2493238,7.429
8850016271,25.44986496,-60.78933626,5.834
8850017071,23.93492733,-60.96656671,7.852
8850017131,25.10026837,-60.99906134,7.661
8850017151,24.47322735,-60.51152662,7.393
8850017471,23.49924682,-62.47621586,6.941
8851004182,28.83324819,-60.31227679,7.231
8851008761,31.79809665,-60.98312751,7.571
8851011501,32.56448258,-61.09697631,7.992
8851020261,28.94367469,-60.86097503,6.1
8852014591,21.27211146,-64.36947578,6.086
8853009071,27.60670107,-62.9578918,7.499
8853012241,27.44985031,-64.38596355,7.567
8854008081,30.12483964,-62.7624549,7.729
8854008231,33.55681434,-63.79568907,7.928
8854011021,34.18444181,-63.39247718,7.829
8854011141,32.53429054,-64.35508707,7.584
8854011741,30.45900155,-63.62266366,6.937
8855001761,19.46215655,-67.11048264,7.415
8855002781,19.12125761,-67.4310296,6.96
8855005931,19.39595654,-65.21177208,7.151
8855014711,22.81404363,-65.11843215,7.338
8855014721,20.45344167,-66.38412936,6.961
8855014731,19.26567177,-66.39787346,6.41
8856002781,24.64949454,-65.60648111,7.241
8856008651,24.52091568,-66.55643267,7.807
8857001651,30.30060176,-66.34876638,7.709
8857003701,29.47223359,-65.4247,6.458
8857007721,31.74554303,-65.94575094,6.807
8857008071,33.17698748,-66.15437326,7.43
8857009271,29.89920243,-65.44818312,7.34
8857009881,31.14785131,-65.13679273,7.313
8857012271,30.25831478,-65.10906425,7.889
8857013571,29.92136049,-66.06655666,6.211
8858000461,34.85525256,-61.93812685,7.781
8858002501,35.06837099,-60.68100308,7.827
8858003281,39.81977174,-60.54744647,7.705
8858008841,38.46417554,-60.98270786,6.779
8858016961,36.22462743,-60.31194697,5.4
8860000541,46.96058149,-61.85502678,7.169
8860004301,50.0157567,-60.49491894,7.983
8860006211,46.03430595,-61.04630633,7.968
8860006921,46.91617186,-61.71582847,7.143
8860008681,47.03448088,-61.14987364,7.318
8860010961,45.73294437,-60.79774073,7.256
8860011781,45.95700448,-60.8408034,7.887
8860013791,46.17930732,-60.19656055,7.482
8860016281,50.35115671,-61.48807664,7.917
8861000331,35.18032092,-62.54598819,7.798
8861001941,37.73472309,-62.59629299,7.993
8861002041,38.38996129,-62.58670463,6.763
8861002331,39.935543,-62.69641272,7.64
8861004821,37.71970383,-64.04567285,7.189
8861007671,39.8821967,-64.28171876,6.521
8861015431,37.01827269,-64.29977091,6.345
8861015651,36.11626724,-63.72774446,7.854
8862001261,41.45564897,-62.72422097,7.34
8862002431,42.2561957,-62.80652554,5.267
8862002801,44.25518827,-63.03493546,7.394
8862003561,43.07927279,-62.90958413,6.16
8862003921,40.89780768,-62.91920623,7.495
8862004841,42.89972385,-63.54067463,6.709
8862005091,44.92690817,-63.62817666,7.391
8862005851,41.36449267,-63.70455015,5.846
8862006411,43.69824037,-64.00213949,6.885
8862012561,43.58664722,-64.43558157,6.707
8862013251,43.50467274,-64.89986681,7.28
8862014901,44.6991483,-64.07128778,4.986
8863003841,47.2094883,-64.5652622,6.829
8863005491,47.51381807,-63.91360488,6.669
8863007401,49.25268785,-63.33051633,7.717
8863014981,48.79595477,-64.44388414,6.682
8863015561,49.44234415,-62.57532041,5.573
8864000201,37.03169573,-65.56299528,7.181
8864001311,39.89371441,-66.9573151,7.244
8864004441,39.96233169,-66.11836184,7.557
8864012631,36.36022465,-66.49402523,6.591
8864014591,39.49389186,-67.30092156,7.013
8865003691,43.22765105,-65.45528871,6.576
8865010281,41.75993535,-67.277702,7.744
8865014841,40.86087505,-66.71423995,6.324
8866003341,50.61257777,-65.78164291,7.79
8866004871,49.75196575,-65.88811281,7.446
8866008721,46.93574792,-65.91977215,7.906
8866011041,46.20906831,-65.18471688,7.887
8866014721,49.4961452,-66.92685506,6.041
8866015361,49.79092718,-65.72803581,7.319
8866015591,50.14489756,-65.7858694,7.271
8867000661,52.71881154,-62.00794344,6.848
8867000771,51.81985092,-61.25914773,7.947
8867001311,54.00121043,-61.54247403,7.688
8867001811,53.45261785,-62.16727921,7.677
8867004581,53.21482771,-61.01687115,6.537
8867006221,53.18254855,-60.57426228,7.749
8867008881,55.7880761,-61.50866942,7.471
8867009051,55.87722293,-61.62617997,7.589
8867011561,53.18000085,-61.39405971,7.407
8868013181,59.68645509,-61.40018254,4.74
8868015091,57.92853495,-60.36003966,7.932
8868015991,58.84768593,-60.90721095,7.673
8868016281,57.62461161,-60.42769057,7.971
8868020311,60.61236444,-61.35695317,6.815
8868021931,60.22419433,-62.15927854,4.7
8868022211,60.32562661,-61.07882052,5.12
8868022841,62.53084675,-61.59894667,7.209
8869024211,63.70227322,-62.19180833,5.577
8869024591,64.08738821,-60.94850643,6.377
8869024601,66.27223692,-61.23819055,6.108
8869024611,63.60618243,-62.47386074,3.425
8870000381,53.65995084,-62.55728855,6.985
8870002351,53.39376262,-62.64047304,7.444
8870005501,55.64355201,-64.19530552,7.525
8870006101,57.00468587,-64.83658879,7.926
8870009121,56.28389066,-63.72918962,7.481
8870013841,52.34448534,-62.93752503,4.75
8870013851,56.04991539,-64.80689293,3.959
8871004531,61.83981947,-64.22229797,6.447
8871010321,60.20816506,-64.42206815,7.899
8871013461,59.0166354,-63.46374835,6.26
8872006561,66.94177015,-62.52120764,5.846
8872007391,65.07917284,-63.17378805,7.951
8872008061,68.39145737,-62.8236741,5.896
8872009311,66.28812917,-64.08007535,7.965
8872019811,66.77686749,-62.79961925,6.872
8872019821,64.41779909,-63.25546882,6.037
8872019831,65.47218705,-63.38639156,5.341
8873003291,53.60341534,-65.76422163,6.76
8873009981,56.5650707,-66.50408986,7.722
8873011441,55.37426979,-66.47719288,7.79
8873011791,53.19278118,-66.72947835,7.542
8873012811,53.24836804,-67.41948847,7.537
8873014681,52.71545094,-66.48971308,5.791
8874002941,59.71790049,-65.88142719,7.849
8874003761,58.95598851,-65.18667281,7.838
8875011921,65.98276592,-66.73711898,7.003
8875017111,64.19048299,-66.6799537,7.928
8876001161,72.19594642,-60.25893922,7.115
8876005771,71.71773196,-60.60352622,7.796
8876014571,71.84057023,-61.47613761,7.345
8878004131,80.11750356,-60.77984607,7.103
8879000131,82.3450845,-61.823435,7.69
8879001511,81.91397457,-60.41599717,7.073
8879007611,83.17781269,-60.12501045,7.789
8879013171,83.73931029,-61.176048,6.405
8879017731,82.90036398,-61.54112775,7.163
8880007481,71.81392982,-62.8290548,7.918
8880007671,72.02666065,-63.48033295,7.265
8880010361,71.24124648,-63.2297163,6.585
8880010711,69.1899766,-62.07715956,5.869
8880011181,69.70532145,-62.37854217,6.802
8881001581,73.77847956,-62.79538305,7.986
8881006641,76.54700526,-62.78957077,7.771
8881006711,76.66006713,-63.14864206,7.964
8881015051,76.89177287,-63.39967955,5.395
8882000891,78.96506357,-63.34158753,7.991
8882001101,79.68302934,-62.98494838,7.371
8882004951,80.94163446,-62.58187605,7.863
8883000541,82.32217347,-62.31425909,6.775
8883010841,85.4897105,-62.91375322,6.866
8883011921,83.22032422,-63.45602836,7.453
8883016411,83.40633428,-62.48982734,3.911
8885000031,76.66195127,-65.37619412,7.951
8885000831,75.13635122,-64.39435012,7.546
8885001961,74.2771286,-65.01591909,7.226
8885002081,76.18738668,-64.54576218,7.881
8886000401,77.40553924,-63.77738382,7.776
8886001361,80.24528178,-64.07501189,7.947
8886002401,78.0127594,-65.17571444,7.092
8887000191,81.67269919,-64.32434425,7.474
8887000241,82.56612451,-63.927688,6.219
8887011681,83.24823249,-64.22752846,5.455
8887016111,82.18687358,-65.44860331,7.03
8888011661,71.49654384,-66.07869814,7.43
8889004771,73.37705434,-66.67542204,6.617
8890007461,80.00154081,-66.05780096,7.552
8890011161,78.43939333,-67.18525422,4.948
8891008461,84.22908529,-66.56028356,6.265
8891032641,85.67366821,-67.13885379,7.584
8891035071,85.4282321,-67.40276376,7.017
8892000011,88.31137726,-61.83944568,6.846
8892011651,86.50481543,-61.22984066,7.55
8892012471,88.51766065,-60.02346907,7.256
8892015151,87.4019018,-60.6762918,7.542
8893001381,92.7203836,-61.49981288,7.501
8893004801,93.13419046,-61.47397037,7.094
8893004802,93.13419046,-61.47397037,7.582
8893006321,91.42507823,-61.74858173,7.903
8893009451,90.31111525,-60.48561857,7.035
8893018641,90.53889644,-60.09683366,6.639
8894002411,95.35427422,-60.02196986,6.992
8894004911,95.62892097,-60.21864939,6.586
8894009471,96.80029051,-60.72857811,7.089
8894019611,98.19310896,-61.82787325,6.986
8894020351,96.05766971,-60.28132558,5.766
8894020361,94.99943031,-61.32961917,7.062
8895001751,99.66026955,-60.18302796,7.033
8895001911,99.89757791,-60.40084387,7.692
8895003171,98.64037851,-61.49598175,7.251
8895008511,99.50160972,-61.53338946,6.323
8895008881,100.61954389,-61.75634984,7.242
8895009631,98.78839481,-61.17324129,7.446
8895014551,102.50423281,-60.24914238,6.151
8895016681,101.18420017,-61.22423061,7.105
8896001261,87.5778226,-62.08020029,7.885
8896009131,88.37537556,-63.31663466,7.712
8896009191,87.87926851,-63.53123833,7.97
8896015351,88.52534214,-63.0896879,4.759
8897007881,91.7641167,-62.15458046,5.182
8897010691,90.83239696,-63.35562771,7.994
8898013711,95.22996647,-62.35409662,7.675
8898017351,97.79432518,-61.87954698,6.119
8898019041,96.95257953,-62.14993041,6.618
8898019731,96.11079674,-63.42891736,6.522
8898019741,95.75605699,-63.68313395,6.48
8899001761,98.69555201,-63.26213997,7.812
8899022021,102.04772601,-61.94132165,3.262
8900002221,87.8462132,-64.03356457,6.454
8900002571,87.14643851,-65.16849644,7.704
8900007431,87.66254191,-65.26013132,7.983
8900011731,88.54973791,-64.48224364,6.65
8901006231,92.52871309,-65.31158738,7.532
8901010981,92.81243016,-65.58941681,5.207
8901011281,93.04682913,-65.53116146,6.859
8901013561,90.03212878,-64.31001269,7.204
8901015851,90.47393995,-64.86054639,7.085
8902004371,98.0806985,-65.37097017,7.921
8902006531,98.0410596,-65.31565406,7.596
8902015431,94.45747561,-64.03022065,7.499
8902018761,94.91043108,-63.82360039,6.962
8902018771,96.2324861,-63.82814919,6.229
8902018781,97.51254149,-65.56824077,6.303
8903000321,101.35529935,-65.04423266,7.387
8903001271,100.37512492,-65.46865144,7.937
8904012821,88.7373946,-65.88351532,7.915
8904015221,86.19323818,-65.73552235,4.353
8904015231,87.47300482,-66.90118487,5.071
8905008361,93.47588611,-66.17380376,7.782
8905014691,90.78344704,-67.31004724,7.275
8905018201,93.4207367,-66.68004109,7.331
8905019251,93.91447714,-66.29226976,7.29
8905019501,91.53910106,-66.03961772,5.688
8905019511,91.71061313,-67.283339,6.836
8906004251,96.0733004,-65.67614567,7.656
8906009331,97.59470806,-66.02303978,7.736
8906014141,97.7546328,-66.87068826,7.473
8907012001,102.51047385,-66.29342058,7.08
8907016321,99.60642905,-66.08560562,7.263
8908013551,104.99856623,-61.33617772,6.89
8908014861,104.78045197,-60.84203345,7.135
8908019401,105.06970942,-60.86273266,7.687
8908019411,105.17997346,-61.1418019,7.727
8909009561,108.59376158,-61.06978697,7.21
8909010651,109.88461989,-61.14497157,6.875
8909014751,108.12039237,-61.38169509,7.895
8909020431,107.35389598,-60.38034483,6.976
8910009121,112.48665254,-61.24953824,7.724
8910016451,114.6584166,-60.62940203,7.618
8910022661,113.52985241,-60.24343248,7.788
8911000841,117.47819041,-60.05144048,6.855
8911005131,119.91703031,-60.20735128,6.284
8911007931,119.44547597,-60.30307061,5.643
8911011291,119.33803471,-60.7675084,7.687
8911013141,119.07770202,-60.52643866,5.903
8911014961,118.47690088,-60.58355238,7.388
8911018861,116.59701153,-61.43014758,7.461
8911020881,117.19863728,-61.16260378,7.932
8911021821,119.0657107,-61.09943226,6.729
8911023101,118.37183892,-61.05448469,7.817
8911027501,118.62243087,-61.87151662,7.848
8911027541,119.7611578,-61.58361481,7.502
8911032901,117.30365967,-60.28365434,5.819
8911033871,119.90642674,-60.58706264,5.392
8911033901,119.51214285,-60.61480073,7.56
8911033911,119.6816207,-60.70142193,7.811
8911033921,119.55368115,-60.80134289,7.166
8911033931,119.54011947,-60.81689267,6.808
8911033941,119.71063708,-60.82446227,5.75
8911033951,119.59292529,-60.85772952,7.071
8911033961,119.43841017,-60.92646373,6.857
8913000791,110.42121089,-61.95141238,6.894
8913001851,110.77546208,-62.2716349,7.184
8913018831,109.66182959,-63.38669748,7.353
8913020261,108.00830042,-63.19007803,6.036
8915012391,118.45090883,-62.38005783,7.9
8915013341,117.8075789,-62.93017469,7.173
8915021201,117.16084979,-63.68886495,7.937
8915028731,119.30315792,-63.29683307,6.108
8916010511,106.0362367,-64.48996522,7.489
8917003141,108.31610854,-64.87349461,7.334
8917004611,109.15514313,-64.12549411,7.549
8917007781,107.54392705,-64.45912169,7.696
8918014771,111.73434801,-65.5975334,7.923
8918015141,112.85029035,-64.3722917,7.628
8918016531,112.21419655,-64.50980094,6.576
8919001261,116.36493125,-64.19423063,7.678
8919007511,118.03047626,-64.29420992,7.402
8920010521,105.27268579,-65.70649909,7.382
8920016141,105.79840634,-66.88913053,7.724
8920017671,106.69761592,-67.016225,7.392
8921008321,107.73933771,-67.06702837,7.373
8922005841,115.57710441,-66.90381011,7.367
8922008481,114.40213637,-65.91703999,7.5
8922012021,114.55932992,-67.44789285,7.387
8922012761,114.07108194,-67.37831379,7.544
8923000251,116.00322117,-67.20203079,7.873
8923005611,116.51286589,-67.43195997,7.752
8923009361,119.42324995,-65.9087158,6.865
8923020961,116.18272462,-66.07192996,6.486
8923021121,117.42080955,-66.19597114,5.756
8924002391,121.26013874,-60.38787224,7.67
8924015891,122.92011365,-60.07570012,7.196
8924016201,124.2300801,-60.55050108,7.983
8924016481,123.93614967,-60.05724851,7.705
8924022691,123.53190332,-61.44208308,7.727
8924022701,122.18522884,-60.62581338,7.305
8924023741,121.8517312,-60.34877746,7.665
8924025691,122.05370759,-61.07724345,6.911
8924027801,122.25277417,-61.30240874,4.792
8925000611,127.18205799,-60.12257891,7.392
8925000911,127.37250075,-60.17925914,7.949
8925012271,124.93363892,-60.10313493,7.503
8925028551,124.59579385,-60.31118782,7.862
8925028561,124.52093805,-60.31389639,7.287
8926011031,129.16809082,-60.32762466,7.844
8926019541,130.87556552,-61.68880671,6.815
8926026841,129.804971,-60.31733591,6.756
8926026842,129.804971,-60.31733591,7.529
8927000661,132.93352371,-61.4196897,7.618
8927000781,134.30134419,-61.56308719,7.988
8927001241,132.86559315,-61.36297095,7.218
8927004171,136.7136528,-60.26149161,7.364
8927014271,136.07559735,-60.56600029,7.912
8927016721,136.32936055,-61.8267504,7.53
8927026781,134.07149826,-60.47196933,7.579
8927034691,133.89020395,-61.20524902,7.654
8927036571,133.4527356,-60.35390838,5.753
8927036581,133.76180187,-60.64461452,3.802
8927036591,135.19059201,-60.96383248,5.916
8928016901,121.65064586,-63.51590923,6.761
8928022211,121.12725907,-62.84082394,7.804
8928029111,123.81628389,-62.91561919,5.267
8928029871,121.17888488,-62.83635121,6.224
8929008411,125.76997731,-63.74083476,7.979
8929021121,127.35131221,-63.27674837,7.97
8929021731,127.62775877,-63.08186844,7.667
8929028321,127.90950963,-62.33902912,7.392
8929028721,125.22368988,-62.39346054,7.908
8930004671,132.40691727,-62.5083866,7.469
8930004941,128.81979347,-63.44148694,7.818
8930006001,129.32848979,-62.85346276,5.57
8930010841,129.61607946,-62.8432403,6.906
8930017581,132.41498957,-63.18194556,7.251
8930020811,131.67886916,-63.19162941,7.265
8931009821,133.14298644,-63.60581861,7.936
8931018021,134.83591418,-63.46681658,6.925
8931018061,134.16866297,-63.54531997,7.11
8931028321,134.17614772,-63.04845778,7.168
8931030501,133.13619931,-62.86084691,7.917
8931032121,135.79803557,-62.35160221,7.426
8931032191,136.68756886,-62.84986027,7.533
8932005931,122.30060614,-64.77621828,7.521
8932017321,121.51422165,-64.37687733,7.615
8932018661,124.19665437,-64.40316246,7.782
8932024841,122.10266875,-63.80081791,6.303
8932024851,124.2205353,-64.18705482,6.657
8933000691,125.13392626,-64.00907495,7.94
8933029151,128.3289031,-63.84445037,7.845
8933029291,126.46498435,-64.6006194,6.048
8933029461,127.8400722,-65.52277866,7.416
8933029901,125.28183079,-64.10600045,6.212
8933030311,124.57836447,-65.61319104,5.184
8934004021,129.07760757,-64.65857523,7.82
8934005391,131.79280716,-63.81254212,7.997
8934012441,132.09519654,-65.4304411,7.281
8934014051,130.26469747,-64.33482531,7.737
8934022001,130.85591744,-64.93417589,7.874
8935014351,134.69184583,-64.53050618,7.011
8935016381,135.32867782,-64.9242266,7.366
8935019251,136.26040259,-64.28945809,7.767
8935024181,135.95645714,-64.68517344,7.591
8935026361,136.53180448,-64.49985287,6.513
8936002151,121.13078065,-67.20822252,7.683
8936010891,121.88382425,-65.97658502,7.795
8936014971,120.62996384,-66.02092892,7.247
8937010481,127.76959439,-66.86505671,7.758
8937015301,124.53165157,-66.51163959,7.993
8937019941,125.47928983,-67.33481071,7.618
8937026401,127.42887241,-67.13979189,7.271
8937028201,126.43414912,-66.1368911,3.886
8938010281,132.6450677,-66.7929839,5.378
8938011171,131.12482425,-65.8254293,6.048
8938014891,131.16568952,-65.6961675,7.766
8938018111,130.26952058,-66.81631624,6.679
8939011921,133.82006397,-67.26546669,7.941
8939027281,134.33793386,-66.20413586,7.684
8939027291,135.61164787,-66.39606826,4.011
8940000551,137.97495643,-60.30255992,7.713
8940005941,138.52861855,-60.53542545,7.454
8940013681,137.76628637,-60.95364927,7.391
8940016151,138.3526321,-60.18348179,7.859
8940020761,138.4663654,-61.27977883,6.976
8940024111,140.3929921,-60.83049627,7.386
8940025821,140.86383907,-60.30231337,6.442
8940026451,138.21085071,-60.91677027,6.35
8940026461,141.02289691,-61.6489011,6.107
8941005261,142.75342918,-60.4530242,7.912
8941005281,143.43261558,-60.6277048,7.133
8941006721,143.13302079,-60.52344399,7.444
8941014901,143.01278514,-61.23489382,7.257
8941020771,144.8374828,-61.32806004,4.487
8942000531,145.81927156,-60.02933702,7.592
8942001781,147.92239093,-60.59365035,7.353
8942006371,147.18301346,-60.13261785,7.607
8942008221,147.65780033,-60.52769219,7.151
8942026681,149.96547603,-60.21834247,7.692
8942028071,149.99551318,-60.49648486,7.358
8942031271,148.74003607,-60.64073668,7.759
8942031801,149.48408821,-60.74812892,7.737
8943006031,150.42400569,-60.11293726,7.8
8943008171,153.418092,-60.26333427,7.388
8943008591,150.26439552,-60.29322642,7.815
8943010411,150.22638542,-60.22620291,7.776
8943011051,150.74974902,-60.17867415,6.198
8943013831,150.91240393,-60.19981929,7.399
8943020231,151.28430708,-61.68177343,7.969
8943022081,151.434506,-61.17229948,7.193
8943022771,152.95771295,-61.54193486,7.158
8943023131,152.34121255,-61.54900585,7.152
8943025361,152.23029498,-61.19248175,7.599
8943025701,153.33824529,-61.65882804,6.391
8943027241,151.76281517,-61.21455935,7.173
8943027891,152.81117316,-61.76837425,7.576
8943034461,150.50040983,-60.42088673,5.961
8943034471,154.27073517,-61.3323077,3.536
8944003141,138.5439126,-63.69302529,7.974
8944024451,140.13268094,-61.99304781,6.88
8944032811,137.81966453,-62.3169797,3.915
8944032821,140.23671784,-62.4046329,4.903
8944032831,141.36350952,-61.95050243,5.792
8945006101,144.86446905,-63.25503208,7.744
8945008631,144.79190646,-62.55445424,7.602
8945009931,144.61371055,-62.55587898,7.592
8945011381,145.64258587,-62.74879896,7.842
8945021531,144.93803163,-62.94292169,6.389
8945022311,142.3879165,-62.36090461,6.547
8945025641,142.19626714,-62.27313692,6.028
8946000121,148.49281015,-62.11964439,7.869
8946004971,146.67688401,-62.70947308,7.764
8946006391,147.26501047,-63.02227191,7.837
8946009141,149.52977105,-62.58535274,6.987
8946014401,149.77353091,-63.34531711,6.786
8946014591,149.45555296,-61.93193356,7.03
8946015801,149.74122556,-62.31671776,7.616
8946032191,146.31172215,-62.50790124,3.905
8946032201,147.73159839,-62.74511543,5.707
8947003011,151.33065792,-62.85208706,7.923
8947009441,153.88233532,-62.53700003,7.02
8947010131,150.70587789,-62.15666208,6.584
8947011781,151.98595864,-62.22141669,6.423
8947024851,150.89214998,-61.88400156,6.339
8947024852,150.89214998,-61.88400156,7.927
8948001511,137.53228178,-65.48950408,7.343
8948002491,139.56911193,-65.43077002,7.637
8948004141,139.23169325,-63.77513952,7.431
8948013851,138.59472952,-65.05395435,7.146
8948015881,141.31913274,-65.27026724,6.938
8948018421,141.23480171,-64.7081377,7.44
8949002351,144.70765957,-64.48916953,6.964
8949003711,143.645569,-64.03082173,7.411
8949005091,144.5913125,-64.4024546,6.68
8949005371,142.92791821,-64.23737572,7.409
8949006901,143.1349246,-65.37841269,7.728
8949009091,143.97436876,-64.55336714,7.339
8949016551,141.68372562,-64.92969932,6.06
8949016901,144.021592,-64.95024223,6.578
8950010931,146.23239017,-64.65340253,7.804
8950012391,146.36022176,-64.49989854,7.831
8950022721,146.77551194,-65.07200514,3.025
8951000971,151.47045039,-63.83511334,7.014
8951002391,153.18319755,-64.39452453,7.973
8951004091,152.60110005,-64.38422894,6.885
8951005311,153.23895789,-65.16649284,7.026
8951007461,151.14195611,-64.64773091,6.896
8951008151,152.17425301,-65.51110102,7.381
8952000531,139.87160118,-67.43125432,7.671
8952003901,139.46523243,-67.05086755,6.278
8952010071,138.1679134,-65.72781627,7.883
8953009291,144.22833445,-66.40998406,7.883
8953014611,142.12727902,-66.7018749,5.888
8953014991,145.554028,-66.91482146,6.333
8953015041,145.27656676,-66.08019658,6.955
8953015551,143.62414617,-66.1222399,7.466
8953016691,144.68842947,-66.85907426,7.418
8953016791,141.82405962,-66.57372321,7.806
8953017671,142.88758416,-66.71902776,6.41
8954004691,149.56337572,-67.01321399,7.851
8954008391,149.7710322,-65.98332356,7.544
8954008681,146.97162013,-66.86280764,7.866
8954013881,146.31354981,-66.80876497,7.384
8955003261,153.65427748,-67.14255622,7.87
8955005591,150.56921677,-65.91803052,7.251
8955005741,153.10774692,-66.69147404,7.664
8955005781,153.77611996,-67.28562703,7.67
8955006241,152.58840681,-67.26339581,6.884
8955008581,152.48760141,-66.59761411,7.44
8955009251,153.10865105,-66.28704684,7.422
8955009951,153.04675153,-66.18158536,7.695
8955013251,152.17811681,-65.81543305,5.364
8955013261,153.37763701,-66.37281028,5.17
8956002821,155.53107064,-61.85018901,7.675
8956004101,157.64045508,-61.33649295,7.55
8956005381,156.09500258,-61.5518347,7.805
8956006971,158.55296908,-60.98762646,6.402
8956012081,157.66352106,-61.35647518,6.599
8956014241,155.77163429,-61.26567441,7.623
8956018651,156.10566068,-60.19139152,7.866
8956018891,157.20525942,-60.89468202,7.648
8956021521,158.2402241,-60.11342727,7.272
8957005031,159.0426267,-60.18132459,7.87
8957008561,162.66673511,-61.2695522,6.831
8957010831,159.85679754,-61.08502565,7.729
8957015561,160.96774046,-60.11778355,6.474
8957016051,159.87142375,-60.98577901,6.971
8957020471,161.91199831,-60.61784941,7.984
8957023301,160.76534351,-60.98688466,7.117
8957027251,160.78927789,-61.16853259,6.593
8957029191,161.57111167,-60.60287322,6.272
8957032761,159.77501159,-61.79268484,7.68
8957038171,162.15737027,-60.22375716,7.327
8957042621,160.88455459,-60.56661767,4.754
8957042711,160.78999837,-61.17192585,7.877
8958000061,163.62334577,-61.82661669,6.152
8958005371,165.41377061,-61.56208701,7.579
8958010321,163.82175017,-60.51700669,6.038
8958011931,165.76953501,-60.82485052,7.633
8958014481,165.77565052,-60.9107267,6.834
8958014991,166.23125463,-61.05160822,7.595
8958016311,163.01028347,-61.42916595,7.46
8958017321,166.12103575,-61.48830866,7.516
8958017431,166.67207144,-61.85534294,7.846
8958018041,167.11554985,-61.62652867,7.931
8958023511,164.14910648,-61.70896381,7.133
8958024481,165.39900996,-61.04884051,7.41
8958025061,163.31291408,-60.81477658,7.282
8958027621,164.80836298,-61.32073853,6.169
8958028441,163.42312191,-61.66549827,7.734
8958029051,163.52219932,-60.35290963,7.931
8958037201,165.2914509,-61.22195262,7.931
8958039961,164.04824519,-60.45355917,7.272
8958041611,167.02817109,-60.82572756,7.36
8958043981,167.04521881,-60.24638922,7.935
8958044001,165.15494876,-60.30403427,7.962
8959004611,167.20588246,-61.55945043,7.49
8959007681,167.52496177,-60.24913992,7.92
8959008171,167.67519142,-60.38448559,7.134
8959008791,167.91826378,-60.31082529,6.669
8959009741,167.91290271,-60.44336379,7.808
8959011021,167.50974348,-60.09513666,7.72
8959012411,170.39025428,-61.2262195,7.485
8959014161,169.63055077,-60.24400087,7.495
8959017421,168.81036187,-60.16465097,7.763
8959018771,169.4032452,-61.63543238,7.914
8959019692,171.16807994,-61.64751806,7.676
8959024771,170.0890149,-61.09704407,7.366
8959025221,170.23861369,-60.16150443,7.953
8959026151,168.15005741,-60.31762926,4.679
8960001911,155.65604542,-62.07302771,7.64
8960003461,157.07608707,-63.16457312,6.418
8960005061,156.55675572,-63.29857743,7.058
8960009351,156.79291689,-62.01887875,7.627
8960011621,156.89365889,-63.0225387,7.107
8960016501,155.09854553,-63.33669708,7.953
8961000501,161.55268496,-61.94166139,7.318
8961004061,159.52583903,-63.05520107,7.63
8961009701,161.60812589,-63.29969321,7.078
8961010121,162.55415224,-62.63571709,7.173
8961019741,160.49869242,-63.50727382,7.394
8962003611,163.52604265,-62.04245542,7.945
8962006271,164.90556209,-62.48418265,7.453
