star_id,x_pixel,y_pixel,flux,magnitude
1534,463.67,333.28,2.82,6.374383
1535,429.41,375.56,1.46,7.0870504
1536,420.42,390.29,3.08,6.277848
1537,429.03,400.1,2.69,6.4250193
1538,579.5,353.56,2.56,6.481386
1539,626.72,344.69,3.15,6.253503
1540,727.06,313.06,1.08,7.414097
1541,689.22,380.4,7.29,5.3434258
1542,730.7,436.79,2.19,6.647934
1543,526.07,339.83,1.39,7.1408777
1544,541.07,551.27,13.98,4.6359124
1545,708.71,529.61,2.33,6.579367
1546,711.11,744.49,1.16,7.3367414
1554,2.12,255.06,4.39,5.8939033
1557,204.67,384.57,2.55,6.4839225
1558,74.41,433.0,1.81,6.854977
1559,147.26,468.17,2.64,6.446982
1560,156.74,461.54,1.19,7.3152795
1561,151.06,477.42,1.09,7.402483
1562,131.59,545.07,1.14,7.3595533
1565,7.78,516.23,4.42,5.88588
1568,42.63,631.44,1.35,7.1768103
1575,241.2,554.08,1.27,7.2379837
1576,276.24,597.2,4.01,5.9925547
1577,364.5,495.71,17.25,4.4079986
1578,359.68,530.23,1.36,7.1689014
1579,347.29,555.89,2.7,6.4206123
1580,337.32,575.48,3.03,6.295097
1581,334.81,590.82,1.94,6.7803926
1582,198.54,687.34,1.07,7.426447
1583,367.5,785.25,1.13,7.3716116
1584,469.95,657.16,6.04,5.5467505
1585,667.18,955.96,1.76,6.887612
1586,439.57,895.89,2.93,6.3311176
1587,464.32,961.55,2.15,6.66656
1588,479.86,998.18,1.0,7.4972377
1589,540.99,885.25,1.76,6.886136
1590,587.98,896.24,2.76,6.3996086
1591,655.28,987.71,1.15,7.3465114
1593,145.04,883.42,1.35,7.171096
1752,100.65,276.38,1.33,7.194066
1759,853.63,26.95,2.12,6.6819973
1760,851.48,43.24,1.06,7.4384723
1761,697.51,96.62,1.12,7.3810797
1762,617.66,25.25,2.62,6.4535418
1763,601.08,109.19,18.21,4.3494897
1764,738.77,4.89,1.15,7.344482
1765,775.64,257.28,1.33,7.189512
1768,332.71,70.12,9.9,5.011265
1769,359.51,71.7,1.13,7.370117
1770,462.89,112.52,1.15,7.352785
1771,549.67,115.68,2.15,6.6698737
1772,456.76,243.16,1.02,7.4796286
1773,236.87,340.54,1.39,7.1425924
1774,259.53,362.23,1.42,7.116344
1775,468.35,422.75,2.41,6.5443
1776,552.32,157.7,1.5,7.057884
1777,603.86,252.14,1.75,6.8954773
1778,640.37,344.96,1.57,7.0100765
1779,757.44,487.62,2.2,6.643769
1780,512.3,529.9,1.82,6.8474803
1781,523.41,561.1,3.34,6.1904697
1782,569.94,499.41,3.66,6.092253
1783,667.33,581.68,1.4,7.1381183
1784,694.61,562.01,3.3,6.2048955
1785,617.4,618.17,22.53,4.118094
1786,695.08,704.51,1.94,6.781836
1796,93.61,499.99,2.11,6.688835
1797,163.15,495.54,1.05,7.4477754
1799,104.73,558.45,2.62,6.452192
1800,35.03,735.45,1.02,7.4748325
1811,54.53,860.69,2.11,6.6910295
1813,315.01,520.56,1.09,7.4093876
1814,333.96,545.7,2.37,6.561955
1815,380.42,607.4,2.04,6.7260575
1816,405.47,695.83,3.26,6.2171097
1817,166.47,622.96,1.03,7.4694867
1818,179.36,728.43,1.14,7.3557005
1819,221.17,819.94,1.84,6.8365726
1820,314.71,777.99,1.15,7.346845
1821,459.23,572.1,2.51,6.501044
1822,486.76,604.06,1.04,7.4533324
1823,460.64,610.47,1.77,6.8804665
1824,487.96,663.06,1.09,7.402646
1825,584.95,778.41,2.17,6.660364
1826,553.25,834.78,3.04,6.2944994
1827,673.92,842.61,1.06,7.437418
1828,405.52,828.08,2.88,6.3501935
1829,414.35,973.56,9.76,5.026896
1989,243.93,18.96,3.67,6.0885243
1991,146.72,274.52,2.17,6.660166
1995,466.65,11.25,1.18,7.317411
2001,642.97,80.35,1.09,7.406939
2002,715.71,110.26,1.08,7.4123487
2003,790.71,125.5,1.32,7.200124
2004,791.84,124.59,5.42,5.6640687
2005,405.01,79.27,4.48,5.8713083
2006,465.59,55.91,1.52,7.045849
2007,489.61,84.17,1.97,6.7639146
2008,411.0,135.68,1.0,7.4958534
2009,256.4,321.04,4.39,5.8932843
2010,451.86,431.65,1.98,6.756305
2011,559.09,132.41,1.41,7.125297
2012,526.14,282.9,1.24,7.2621775
2013,735.07,439.1,1.81,6.857098
2014,729.75,471.02,1.58,7.006101
2015,492.73,414.15,1.97,6.764574
2016,661.96,555.63,2.56,6.479717
2017,752.79,563.03,5.05,5.742062
2027,113.02,459.53,3.47,6.149098
2028,12.07,544.07,1.02,7.473734
2029,84.73,580.43,1.03,7.467914
2030,114.77,759.11,1.08,7.4146852
2042,268.74,546.73,1.72,6.9082136
2043,253.5,541.03,2.02,6.737516
2044,361.28,604.02,2.1,6.6927805
2045,259.0,653.75,1.32,7.2020597
2046,280.41,717.18,2.47,6.5196004
2047,259.71,802.18,3.29,6.206679
2048,337.47,912.26,14.93,4.565197
2049,494.94,566.59,5.28,5.692847
2050,532.74,733.34,1.58,7.0021696
2051,665.62,753.6,1.11,7.3886924
2052,696.3,779.1,6.94,5.396713
2053,479.2,815.24,7.46,5.3185983
2054,627.16,989.43,1.55,7.025842
2236,269.78,35.98,2.63,6.449255
2237,166.74,97.47,3.46,6.151951
2238,175.48,183.44,1.4,7.133802
2239,224.21,116.7,1.31,7.2068186
2240,153.75,230.66,1.75,6.895321
2246,523.14,10.28,1.31,7.209719
2247,560.4,99.47,1.37,7.1554394
2253,661.62,100.1,1.25,7.257348
2254,740.86,142.88,2.46,6.522146
2255,774.53,186.01,1.39,7.1448154
2256,540.74,121.18,7.08,5.3747444
2257,491.33,255.24,6.58,5.454766
2258,496.18,277.32,3.35,6.1862173
2259,392.52,234.56,1.92,6.7923822
2260,475.93,290.08,4.92,5.7701674
2261,458.13,347.64,19.27,4.288004
2262,430.52,392.53,1.23,7.273059
2263,774.08,391.6,2.21,6.6372037
2264,622.06,425.32,1.19,7.3071513
2265,561.89,438.8,46.99,3.3200667
2266,547.7,574.74,8.39,5.1906443
2267,733.33,614.55,4.75,5.807129
2268,707.84,719.74,1.69,6.9279094
2272,39.12,247.27,22.54,4.1174016
2274,172.95,502.59,1.14,7.354769
2275,28.81,550.15,1.28,7.2332263
2284,26.56,923.12,1.33,7.1917195
2285,8.74,1012.4,1.77,6.880743
2287,167.92,553.98,1.47,7.0820227
2288,174.37,564.38,1.72,6.9116797
2289,364.79,618.94,1.33,7.1908216
2290,388.22,643.3,2.19,6.6466746
2291,377.44,712.31,1.2,7.303028
2292,405.28,728.09,3.52,6.134582
2293,173.18,669.92,1.16,7.3349676
2294,486.06,641.84,1.75,6.8943305
2295,634.18,705.09,1.13,7.363954
2296,636.76,790.92,3.03,6.297107
2297,472.33,1002.52,1.64,6.963698
2298,543.33,953.1,5.84,5.584106
2299,605.26,928.04,1.79,6.8667564
2300,100.76,922.12,1.15,7.345555
2477,83.26,178.89,2.64,6.4452143
2478,63.41,235.45,6.13,5.531337
2479,227.59,221.05,5.33,5.683458
2485,592.54,58.92,2.46,6.522931
2486,627.41,156.59,1.03,7.466165
2487,695.19,177.34,1.65,6.954868
2488,672.8,184.5,1.26,7.246289
2489,444.5,32.78,4.05,5.9804187
2490,490.41,158.29,1.17,7.3326793
2491,498.68,267.27,1.13,7.3629966
2492,573.25,202.8,11.3,4.867326
2493,701.96,250.12,6.18,5.521783
2494,732.41,322.12,1.68,6.9387865
2495,738.66,327.78,1.16,7.3377595
2496,648.28,419.51,1.03,7.4718328
2497,667.54,452.81,2.38,6.560194
2498,741.5,436.56,2.05,6.7190638
2499,768.99,526.33,4.33,5.908125
2500,690.4,496.7,1.31,7.202958
2501,679.56,547.05,1.49,7.0642247
2502,699.41,599.11,2.27,6.608705
2503,670.32,588.64,4.87,5.781147
2514,9.77,340.24,1.04,7.461943
2515,176.03,462.42,1.85,6.8333163
2517,37.77,570.55,1.3,7.2170453
2518,44.74,771.47,4.5,5.8674283
2527,45.79,812.46,1.17,7.3305826
2531,218.81,366.79,2.05,6.7206187
2532,270.13,513.15,1.64,6.963394
2533,454.12,544.21,1.42,7.117477
2534,122.05,794.67,1.25,7.2551203
2535,221.15,819.96,14.01,4.6340737
2536,314.11,790.28,1.11,7.383703
2537,255.83,858.18,1.66,6.952911
2538,470.21,685.23,6.0,5.5537515
2539,477.14,780.49,2.7,6.4224305
2540,610.2,741.63,3.44,6.1575775
2541,711.37,771.25,2.85,6.3624363
2542,416.3,864.55,1.66,6.9504137
2543,575.54,949.25,1.09,7.408926
2546,363.99,988.32,2.57,6.474594
2713,74.87,132.2,2.71,6.4156613
2724,704.11,144.92,2.4,6.5514107
2726,337.24,153.65,2.85,6.361915
2727,422.81,166.45,1.96,6.769281
2728,278.47,238.45,4.02,5.9896526
2729,321.61,382.09,1.18,7.324368
2730,433.12,353.31,1.3,7.2123976
2731,651.95,372.83,3.14,6.2572756
2732,544.44,417.91,1.27,7.2403975
2733,566.84,522.95,1.39,7.1438026
2734,720.3,523.43,1.24,7.269862
2735,687.37,579.33,6.28,5.5047097
2736,696.0,622.48,1.04,7.454947
2737,701.88,666.56,1.97,6.76618
2745,72.01,305.04,2.26,6.6162677
2746,202.73,358.4,10.34,4.963405
2747,66.82,432.23,2.14,6.6715145
2748,57.71,494.92,2.54,6.486851
2749,164.86,529.14,1.37,7.1596565
2750,110.94,673.94,1.14,7.359154
2756,79.0,932.69,1.49,7.0670543
2759,324.79,480.49,2.93,6.3329706
2760,206.52,498.05,6.45,5.476785
2761,185.64,508.6,3.17,6.2482247
2762,247.8,522.28,1.1,7.3930397
2763,283.68,541.22,2.41,6.544531
2764,334.89,493.67,1.66,6.9482822
2765,360.29,587.18,1.05,7.4440985
2766,385.69,599.9,2.25,6.618008
2767,265.3,718.89,1.01,7.4893136
2768,285.13,708.74,4.02,5.989309
2769,338.77,926.3,2.97,6.318737
2770,501.34,601.68,1.58,7.0003986
2771,437.43,689.6,1.37,7.1609826
2772,681.86,837.37,1.49,7.0692444
2773,650.6,1018.66,1.11,7.3902693
2972,25.7,57.68,1.18,7.3248134
2973,148.75,38.87,15.15,4.549179
2974,129.94,77.07,1.42,7.1214924
2982,755.48,1.27,1.33,7.18888
2984,692.03,120.84,5.55,5.639755
2985,645.21,135.83,2.6,6.464613
2986,774.05,178.63,1.2,7.3056793
2987,778.73,231.59,1.11,7.385812
2988,774.48,269.29,1.34,7.1786537
2990,296.79,85.62,1.42,7.1207986
2991,299.35,121.12,1.16,7.342081
2992,303.24,135.3,6.43,5.480146
2993,416.9,102.34,2.34,6.575725
2994,474.2,188.7,1.09,7.4097033
2995,510.65,242.48,1.16,7.335421
2996,357.4,234.51,1.98,6.7599797
2997,286.14,285.79,2.19,6.648017
2998,309.66,409.29,1.12,7.377423
2999,407.97,332.56,1.18,7.3172407
3000,491.07,314.15,2.06,6.7129116
3001,563.87,104.92,1.49,7.0659776
3002,622.26,353.59,1.05,7.450216
3003,772.57,434.03,1.12,7.3775826
3004,579.15,404.03,1.84,6.8377547
3005,603.3,510.19,2.08,6.7033014
3006,611.92,528.08,5.24,5.7019825
3007,589.64,512.22,1.13,7.3625836
3008,656.34,471.8,1.07,7.4252486
3009,751.66,581.1,6.59,5.453592
3010,710.21,641.9,3.62,6.102476
3020,50.3,455.19,1.93,6.7834086
3021,145.18,394.44,2.93,6.333808
3022,179.34,428.92,1.49,7.0665298
3023,139.3,465.37,2.19,6.648007
3024,156.6,462.52,2.77,6.3937573
3025,67.63,624.26,2.93,6.3342814
3026,101.13,592.48,1.52,7.043709
3027,27.85,670.25,1.97,6.7635336
3042,275.02,424.08,1.05,7.4502616
3043,318.98,463.61,1.0,7.4987154
3044,174.33,564.99,1.75,6.8914685
3045,382.44,512.5,2.81,6.3792915
3046,386.17,528.23,1.26,7.249232
3047,487.54,607.13,2.54,6.489542
3048,483.62,639.2,1.1,7.4008265
3049,473.22,656.05,1.24,7.2645373
3050,446.12,706.98,1.2,7.3020477
3051,577.07,715.88,1.86,6.8241673
3052,689.53,864.17,1.92,6.789254
3053,471.21,897.5,1.32,7.1996503
3054,443.01,1011.91,1.46,7.0927496
3055,569.71,962.95,1.68,6.936335
3056,616.55,919.0,1.53,7.03747
3057,254.01,954.99,3.34,6.189669
3205,18.63,106.06,1.44,7.1069016
3206,59.35,191.7,3.01,6.304887
3207,224.21,116.72,2.61,6.458228
3214,526.84,19.12,4.58,5.8471565
3219,815.68,51.99,10.88,4.9088907
3220,643.27,83.91,1.32,7.1978393
3222,396.53,16.34,1.63,6.9718122
3223,395.33,17.81,2.49,6.50912
3224,301.27,148.22,1.01,7.48715
3225,494.57,74.58,2.06,6.714169
3226,222.07,312.03,1.5,7.062139
3227,348.05,349.38,3.53,6.129486
3228,294.7,354.81,1.4,7.13514
3229,479.84,408.18,3.76,6.060689
3230,637.23,294.67,1.25,7.258787
3231,628.93,308.15,34.22,3.664362
3232,604.36,397.43,167.11,1.9425238
3233,668.21,358.8,1.09,7.4031115
3234,669.12,407.27,2.33,6.580949
3235,534.84,419.65,2.3,6.5973163
3236,496.55,475.37,3.95,6.0087023
3237,636.28,462.13,1.48,7.071826
3238,657.84,601.86,1.52,7.0477433
3239,711.34,677.05,6.09,5.53836
3240,712.42,711.12,2.28,6.6050763
3249,96.63,315.6,1.37,7.16206
3250,81.1,430.32,2.09,6.6992545
3251,130.97,477.13,1.29,7.220189
3252,142.98,495.93,2.15,6.66846
3253,159.68,541.15,1.58,7.00632
3254,154.26,539.75,2.13,6.6805286
3255,8.28,514.05,2.57,6.473364
3268,325.71,515.25,3.1,6.27331
3269,403.15,525.88,84.68,2.6805298
3270,374.65,684.98,3.42,6.16359
3271,374.09,712.16,1.8,6.863251
3272,245.64,717.99,1.1,7.400252
3273,207.74,838.0,1.28,7.234868
3274,259.46,774.47,4.6,5.8437843
3275,376.55,852.58,2.08,6.7066383
3276,409.77,808.43,2.61,6.4603395
3277,165.34,986.9,1.12,7.380804
3433,33.32,104.32,3.37,6.180693
3434,255.54,123.28,1.59,6.993205
3439,566.63,51.75,1.15,7.3517203
3440,881.06,32.93,2.93,6.3326764
3441,870.66,94.11,1.18,7.3246956
3442,575.79,44.46,1.73,6.9034343
3443,639.91,63.89,2.54,6.4899697
3444,762.97,112.76,4.63,5.8352237
3445,761.35,252.05,1.03,7.470277
3447,335.63,19.77,1.1,7.400943
3448,266.09,173.89,1.09,7.4074926
3449,429.56,440.27,13.17,4.701408
3450,659.57,274.11,7.94,5.2499237
3451,544.85,261.95,3.03,6.2946367
3452,582.51,331.2,1.09,7.4057903
3453,652.89,332.03,13.83,4.648081
3454,644.62,344.14,5.49,5.6511397
3455,630.2,457.29,1.01,7.488569
3456,724.24,533.38,1.11,7.383056
3467,117.73,307.91,2.58,6.471981
3468,109.39,383.58,1.98,6.758204
3469,120.87,371.78,1.15,7.345505
3470,158.0,345.92,3.73,6.071417
3471,118.26,497.12,1.62,6.9755225
3475,18.96,728.33,1.41,7.130447
3476,103.67,701.64,2.0,6.747467
3491,251.37,513.3,1.63,6.969913
3492,264.17,607.37,3.05,6.288867
3493,387.9,520.62,1.79,6.87046
3494,439.22,573.71,1.77,6.880319
3495,276.22,687.31,1.79,6.86953
3496,280.47,691.67,6.42,5.480928
3497,416.45,726.04,3.36,6.1830196
3498,561.15,736.46,1.1,7.3964972
3499,703.89,780.72,1.05,7.446735
3500,591.37,788.71,3.91,6.0199738
3501,649.37,917.59,1.27,7.239861
3502,517.68,874.86,1.64,6.9601126
3503,389.18,890.41,8.55,5.1695166
3504,534.94,984.89,1.32,7.202426
3505,170.54,898.84,5.1,5.731104
3686,62.28,105.15,1.76,6.888434
3688,92.53,168.68,1.65,6.9558377
3689,171.83,274.74,2.19,6.6490884
3700,601.3,38.03,1.08,7.4132543
3701,767.01,49.97,2.7,6.4198604
3702,815.6,309.72,1.29,7.220998
3704,374.92,115.65,1.46,7.08802
3705,345.21,146.33,1.13,7.3629527
3706,522.52,104.66,1.24,7.262424
3707,263.39,133.2,4.99,5.7553086
3708,272.13,327.53,1.08,7.417595
3709,331.99,342.74,1.15,7.347172
3710,611.69,247.76,2.02,6.7368627
3711,656.3,425.41,1.47,7.0791183
3712,538.57,386.96,1.45,7.1002736
3713,561.96,438.9,1.97,6.762044
3714,597.74,497.36,2.03,6.73276
3715,504.48,437.97,2.12,6.685512
3716,722.56,599.44,1.15,7.3485947
3717,677.58,601.0,2.83,6.3706965
3721,120.07,413.3,1.67,6.9461484
3722,131.72,471.94,2.37,6.562445
3723,131.98,482.0,1.91,6.7995768
3725,83.48,765.8,3.02,6.2996774
3733,18.13,876.35,1.87,6.820856
3736,380.24,477.64,1.01,7.4842167
3737,330.99,546.3,4.96,5.76202
3738,262.09,781.09,1.38,7.1517053
3739,357.07,937.3,1.28,7.23341
3740,546.77,619.07,1.12,7.3809
3741,522.11,814.46,3.02,6.300178
3742,702.43,764.28,7.58,5.30059
3743,462.95,944.52,2.46,6.52435
3747,420.14,1020.71,1.2,7.301373
3932,82.04,11.65,1.09,7.4087195
3933,204.67,90.27,1.26,7.2471666
3934,180.15,172.49,6.81,5.417739
3935,209.8,206.41,3.4,6.171899
3936,113.22,255.96,9.55,5.050134
3946,803.47,45.88,1.23,7.2715526
3947,685.16,30.09,1.32,7.1949563
3948,603.65,94.3,5.57,5.6360025
3949,603.66,137.3,1.89,6.808179
3950,787.39,79.77,1.46,7.0907645
3951,837.9,143.05,1.92,6.7911806
3952,818.39,187.96,1.0,7.4977922
3953,824.36,192.73,1.42,7.120844
3954,765.64,240.34,1.73,6.90202
3955,341.19,10.92,13.25,4.69429
3956,277.75,52.23,1.58,7.0012407
3957,294.24,125.26,2.01,6.7406116
3958,293.91,133.05,52.02,3.2095633
3959,471.79,152.49,1.9,6.800784
3960,529.34,121.9,1.97,6.7661815
3961,515.13,131.16,1.9,6.8013997
3962,430.09,149.58,1.17,7.330605
3963,497.05,230.69,1.62,6.9753346
3964,352.25,379.18,2.02,6.7365847
3965,396.51,437.22,1.47,7.079255
3966,556.74,195.47,1.45,7.095762
3967,557.74,223.37,3.32,6.196905
3968,635.45,319.33,1.66,6.9492393
