star_id,x_pixel,y_pixel,flux,magnitude
8395,71.34,219.59,8.21,5.214047
8396,40.9,257.84,1.39,7.13987
8397,76.48,284.27,1.07,7.427903
8399,241.38,92.43,1.18,7.3228617
8400,209.45,133.01,1.0,7.496769
8401,353.36,322.8,1.64,6.963724
8402,107.94,301.29,1.37,7.160549
8403,170.5,324.16,2.84,6.3662915
8404,41.31,354.14,1.61,6.9803395
8405,58.91,463.58,1.13,7.3707514
8406,209.26,343.38,2.39,6.5548096
8407,215.74,362.21,1.36,7.167325
8408,171.35,450.22,8.85,5.1330085
8423,62.9,686.23,1.02,7.479333
8424,92.11,797.37,1.48,7.0743465
8427,66.42,850.47,5.83,5.5857744
8430,477.57,266.94,2.73,6.409019
8431,423.51,340.03,1.6,6.9905205
8432,454.59,437.57,1.54,7.028358
8433,415.74,509.18,1.56,7.0142074
8434,490.53,498.51,2.59,6.4676094
8435,335.23,564.88,1.96,6.769035
8436,243.81,539.13,3.08,6.2785916
8437,371.1,550.82,1.24,7.265451
8438,360.81,582.57,7.71,5.282724
8439,417.12,606.28,1.41,7.1240892
8440,391.84,759.1,1.12,7.378966
8441,369.8,782.75,1.39,7.1443973
8442,598.83,512.64,4.26,5.925939
8443,640.42,589.79,4.54,5.8564067
8444,672.06,718.2,2.33,6.583186
8445,722.36,821.32,2.24,6.62275
8446,453.24,676.92,2.27,6.608938
8447,543.35,760.12,1.9,6.800826
8448,628.18,923.53,1.05,7.443987
8449,701.02,970.41,1.14,7.3585143
8450,341.71,871.02,1.96,6.769339
8593,718.27,565.32,1.25,7.255924
8594,586.05,329.76,1.7,6.9258027
8595,575.8,300.7,16.95,4.4270487
8596,702.16,277.85,1.22,7.2823143
8597,636.69,214.94,62.65,3.0076509
8598,646.72,106.44,1.94,6.7800355
8599,955.72,277.52,1.76,6.888625
8600,484.54,149.64,1.65,6.953529
8632,52.45,71.05,3.26,6.218296
8633,213.15,43.99,1.37,7.161744
8634,149.68,94.83,8.59,5.1652684
8635,80.84,59.42,1.72,6.9140744
8642,263.06,53.91,1.15,7.345726
8643,262.21,258.0,1.16,7.334922
8644,263.8,277.06,1.46,7.0893965
8645,110.0,255.32,1.64,6.9618845
8646,103.77,278.52,1.56,7.0201144
8647,102.99,349.46,2.56,6.4778194
8648,95.27,371.58,6.2,5.519468
8649,94.68,421.97,3.19,6.2394624
8650,117.38,448.04,1.05,7.4473224
8651,106.8,481.34,3.94,6.0108924
8652,205.91,406.56,3.07,6.2809477
8653,132.11,541.49,2.24,6.6263256
8666,84.0,756.75,1.21,7.2973194
8667,90.99,769.65,1.04,7.4624367
8673,418.0,328.16,1.31,7.204838
8674,451.96,356.95,1.04,7.458057
8675,475.84,374.83,2.58,6.471121
8676,518.02,450.68,1.42,7.116431
8677,508.45,478.39,2.7,6.4219317
8678,305.74,429.88,1.21,7.296705
8679,290.32,488.62,2.0,6.74734
8680,226.2,569.14,2.29,6.60268
8681,565.35,700.71,1.4,7.131814
8682,529.92,825.49,1.67,6.9429574
8683,276.58,844.06,1.63,6.970396
8684,299.33,855.26,1.68,6.937634
8685,364.54,811.1,1.08,7.419606
8844,51.57,227.65,1.07,7.4269
8847,9.89,382.34,11.23,4.873973
8848,318.01,358.49,1.95,6.772847
8849,96.92,343.43,1.03,7.464062
8850,86.5,371.06,1.4,7.132532
8851,73.44,378.24,1.22,7.2801557
8852,205.13,396.65,1.02,7.482634
8853,172.0,445.53,3.78,6.0554123
8858,28.22,625.78,5.57,5.6359863
8859,68.07,621.92,7.55,5.3045487
8860,43.72,798.86,1.16,7.3371105
8861,96.38,767.25,1.57,7.008497
8867,497.56,287.96,2.46,6.5228176
8868,411.66,437.9,3.71,6.0769167
8869,380.9,414.24,2.96,6.321694
8870,552.96,336.52,1.51,7.054814
8871,475.36,436.67,1.1,7.3921666
8872,378.11,516.84,2.36,6.5698714
8873,417.26,615.67,1.19,7.310984
8874,592.88,640.03,2.19,6.650276
8875,595.26,774.69,1.35,7.173155
8876,285.42,910.75,1.35,7.174354
9043,623.0,230.9,1.66,6.952697
9044,527.56,213.69,3.19,6.2406864
9045,618.17,83.91,2.69,6.427462
9046,968.05,395.4,1.87,6.8205795
9048,980.23,195.55,3.19,6.2404914
9049,953.19,105.75,1.07,7.4272356
9050,792.33,193.79,1.03,7.464797
9051,655.94,35.77,1.56,7.013944
9052,764.06,10.9,16.39,4.4638066
9054,841.68,12.1,1.68,6.938383
9057,464.81,152.92,1.21,7.292402
9058,410.5,117.9,1.57,7.008868
9059,493.26,155.76,1.32,7.1951895
9060,302.04,10.09,1.56,7.0198865
9082,26.58,274.39,3.57,6.11727
9086,205.64,112.12,1.33,7.187632
9087,292.57,115.38,1.81,6.858315
9088,175.09,223.82,1.05,7.444498
9089,361.48,150.3,2.18,6.6553607
9090,400.95,169.54,4.43,5.8830304
9091,24.77,441.81,1.06,7.438694
9092,97.18,402.97,1.42,7.1182055
9093,266.96,435.03,1.68,6.934298
9094,168.99,507.32,3.24,6.225149
9107,47.95,582.74,1.03,7.4659605
9108,153.21,721.05,2.26,6.616297
9109,99.85,822.88,2.65,6.4429355
9110,123.21,844.09,1.59,6.9985614
9112,53.06,989.85,1.95,6.7774625
9114,395.85,372.76,1.01,7.4904594
9115,394.86,412.3,2.03,6.7320695
9116,370.88,499.0,4.5,5.8659425
9117,382.36,629.96,1.39,7.140698
9118,401.72,643.51,2.63,6.450516
9119,408.68,656.02,4.24,5.9320345
9120,346.94,764.78,1.37,7.156606
9121,396.63,790.52,1.48,7.076499
9122,589.62,502.13,1.16,7.3362436
9123,587.12,525.35,1.01,7.48597
9124,536.49,559.73,1.43,7.1081524
9125,495.53,586.16,3.23,6.228037
9126,710.75,610.79,1.05,7.4430566
9127,641.98,737.18,3.47,6.149785
9128,538.09,763.64,3.06,6.2865667
9129,623.11,777.67,1.99,6.752753
9130,242.21,853.18,1.25,7.2608066
9131,390.73,933.89,3.75,6.064316
9294,695.34,350.25,1.53,7.0365486
9295,766.84,357.03,11.05,4.891814
9296,798.22,290.24,1.73,6.907675
9297,812.13,272.55,6.82,5.4161024
9298,631.9,234.81,2.34,6.576755
9299,543.61,281.2,5.43,5.6639895
9300,734.62,267.47,1.34,7.1813726
9301,971.74,302.49,1.12,7.375461
9302,863.84,250.72,2.77,6.3936024
9303,976.52,164.51,3.74,6.0688977
9305,422.96,148.85,1.11,7.38345
9399,1013.22,416.94,4.23,5.9348135
9400,947.98,448.46,1.6,6.9902744
9403,1011.45,606.35,7.4,5.3263936
9404,1010.82,610.45,1.23,7.274022
9405,996.13,685.87,1.09,7.409771
9406,880.38,710.25,1.54,7.0340276
9407,802.85,771.91,3.63,6.1012936
9409,869.19,778.04,1.14,7.3593535
9410,819.75,946.98,1.02,7.4828305
9570,59.84,680.95,1.51,7.0499315
9576,35.44,973.72,12.63,4.746411
9579,330.97,374.77,1.57,7.008667
9580,441.79,414.21,1.04,7.4572477
9581,373.22,437.27,3.14,6.2586555
9582,532.05,364.42,1.45,7.095806
9583,583.76,408.66,1.14,7.354506
9584,493.79,485.72,1.12,7.3754954
9585,267.84,537.43,18.06,4.358041
9586,357.19,554.73,1.01,7.4924436
9587,283.6,563.9,1.81,6.858501
9588,368.73,670.49,1.53,7.0410757
9589,398.81,692.51,113.59,2.3616831
9590,671.34,517.46,3.88,6.0284595
9591,696.05,638.0,2.63,6.450849
9592,707.73,785.85,1.19,7.309586
9593,445.86,752.2,1.07,7.423317
9594,290.03,964.27,2.24,6.62216
9595,178.96,942.49,17.84,4.371612
9596,181.95,942.49,3.36,6.1853533
9597,120.0,947.74,2.86,6.3607926
9598,150.08,959.57,3.72,6.0734186
9599,272.31,1004.65,1.13,7.3703537
9758,743.96,457.64,1.76,6.883575
9759,680.37,442.15,1.82,6.8522863
9760,825.05,385.38,2.77,6.3955708
9761,787.35,299.39,1.63,6.9715843
9762,623.92,319.07,1.32,7.1983294
9763,697.69,180.9,1.19,7.3104634
9764,695.36,161.14,1.23,7.2714634
9765,559.8,132.28,4.42,5.887634
9766,665.76,105.3,2.2,6.6419277
9767,929.4,330.05,8.31,5.200505
9768,958.32,356.95,2.23,6.627993
9769,784.56,127.14,1.49,7.063892
9770,713.83,91.32,3.74,6.067115
9772,465.82,184.04,1.23,7.27721
9773,475.24,127.36,1.63,6.9670434
9775,538.0,80.79,1.34,7.1832685
9855,102.95,36.05,1.34,7.178543
9856,122.36,47.58,3.75,6.065295
9857,241.01,55.76,1.24,7.2704988
9858,71.43,78.06,1.98,6.7593617
9859,32.88,110.69,1.29,7.227643
9860,47.4,165.1,1.21,7.291183
9861,95.4,162.19,86.96,2.651682
9868,276.61,92.31,1.28,7.228286
9869,220.61,165.82,1.21,7.2932777
9870,350.29,149.43,1.38,7.1497536
9871,315.52,217.06,1.2,7.306
9872,269.4,291.04,1.49,7.067733
9873,243.81,310.77,1.18,7.323085
9874,344.23,289.57,16.28,4.4706326
9875,81.24,425.61,2.95,6.3270454
9876,105.93,539.76,1.79,6.870413
9891,92.58,942.95,1.62,6.976665
9893,2.75,988.36,2.47,6.5172396
9894,461.87,277.84,5.79,5.5928617
9895,418.61,268.54,2.24,6.622188
9896,429.21,308.08,1.71,6.9192615
9897,430.11,342.35,2.59,6.465156
9898,439.17,353.27,2.15,6.6709943
9899,502.08,419.37,1.07,7.426539
9900,428.93,580.83,1.32,7.1993175
9901,446.12,625.18,1.65,6.953364
9902,417.39,683.4,1.18,7.3173804
9903,308.64,720.92,1.2,7.3059497
9904,714.02,665.02,1.22,7.2834234
9905,539.91,752.63,2.73,6.409397
9906,565.58,894.88,1.07,7.422418
9907,629.83,837.56,2.78,6.388251
9908,706.76,857.13,3.18,6.2451596
9909,680.32,898.68,2.48,6.515618
9910,599.83,871.64,21.57,4.1651783
9911,596.85,949.09,3.36,6.18317
9912,653.07,968.98,1.58,7.0051217
9913,189.07,799.76,1.37,7.158725
9914,284.13,857.45,1.32,7.198877
9915,432.74,940.4,1.49,7.0670767
9916,528.45,984.76,6.27,5.5061045
9917,460.57,1008.57,4.52,5.8612037
10169,749.04,674.67,1.18,7.317659
10173,876.36,916.66,1.14,7.35334
10174,894.07,948.03,1.75,6.8913865
10175,864.67,895.15,1.51,7.0512514
10323,1018.35,505.95,16.24,4.473285
10486,92.68,45.15,5.96,5.561242
10487,144.52,46.2,1.1,7.396135
10488,157.83,70.0,1.1,7.3944283
10489,181.88,116.37,1.14,7.3579984
10490,57.31,139.74,2.1,6.694336
10492,2.74,152.36,1.46,7.0862174
10496,288.06,72.29,1.74,6.9012485
10497,291.81,175.85,1.11,7.382867
10498,224.89,205.86,1.08,7.411879
10499,225.25,332.67,1.3,7.2138247
10500,117.61,304.08,1.53,7.035041
10501,60.98,383.17,3.54,6.127547
10502,217.91,460.21,1.1,7.3975954
10513,15.1,560.98,19.06,4.2994523
10514,82.03,656.93,8.51,5.1750674
10515,76.08,685.51,1.21,7.2925925
10603,812.48,575.94,2.69,6.426701
10604,1001.53,629.87,1.5,7.0593414
10605,953.68,645.67,1.59,6.9970193
10606,902.99,707.2,1.73,6.906352
10608,858.08,792.05,30.46,3.7906454
10824,929.6,442.6,1.06,7.4338555
10825,1020.48,665.23,1.9,6.801417
10826,779.13,801.82,3.64,6.0958595
10828,951.51,922.17,1.12,7.379273
10829,721.69,994.22,1.01,7.4890547
10981,39.94,17.57,1.29,7.2259064
10982,156.19,69.08,1.13,7.3716974
10983,56.71,87.42,1.64,6.961126
10984,105.71,188.76,1.33,7.191137
10988,304.07,68.02,1.68,6.935378
10989,321.13,83.96,5.45,5.659682
10990,332.95,107.61,1.96,6.767996
10991,285.74,169.5,6.57,5.4561434
10992,223.19,259.36,2.69,6.424234
10993,304.34,267.32,1.04,7.45937
11005,85.05,56.59,1.16,7.3352227
11008,47.24,187.62,2.43,6.5353923
11009,14.27,271.46,3.71,6.076305
11011,239.34,194.18,1.43,7.1099887
11012,273.73,229.45,2.73,6.4102983
11013,348.85,273.18,1.09,7.4077163
11014,280.61,240.5,2.34,6.5750294
11015,363.86,317.84,1.82,6.849174
11016,49.47,448.22,1.01,7.493824
11017,117.99,447.1,1.22,7.2878423
11018,236.39,487.56,2.56,6.477933
11032,144.97,668.12,7.59,5.2996554
11033,137.31,667.8,1.07,7.427978
11034,121.05,757.18,1.76,6.887389
11035,124.43,782.95,10.25,4.973558
11038,43.07,858.63,1.81,6.85775
11039,29.29,1020.83,2.08,6.706897
11041,418.67,300.48,8.33,5.1986847
11042,488.85,363.39,1.43,7.1115403
11043,402.49,401.92,1.77,6.8823786
11044,590.15,396.12,1.57,7.0108867
11045,543.77,451.87,4.51,5.8647346
11046,466.66,436.98,4.96,5.761178
11047,463.45,541.44,8.19,5.2169175
11048,452.95,604.22,3.82,6.0441666
11049,233.82,664.35,2.07,6.710143
11050,331.59,636.19,2.38,6.55665
11051,592.28,689.56,5.03,5.7463493
11052,698.94,593.09,1.59,6.993383
11053,716.3,661.87,1.99,6.754804
11054,471.82,816.98,3.25,6.220064
11055,637.01,818.92,1.09,7.405961
11056,224.74,744.46,1.88,6.8122306
11057,250.62,744.3,1.68,6.938928
11058,167.17,808.54,1.7,6.926577
11059,224.99,989.02,31.86,3.7418947
11242,262.99,30.25,2.37,6.563908
11245,52.53,217.31,2.7,6.4230547
11246,40.25,248.7,17.38,4.4000697
11247,210.93,149.82,3.9,6.0216484
11248,274.93,161.48,1.04,7.4594216
11249,234.4,287.42,2.86,6.357459
11250,254.88,299.42,1.04,7.4548016
11251,59.53,327.14,1.31,7.2031646
11253,23.33,494.53,1.04,7.456364
11254,82.33,417.05,4.63,5.837091
11255,49.71,505.41,14.01,4.6336026
11256,150.8,597.21,1.23,7.272909
11269,75.11,594.92,1.76,6.888595
11271,71.13,931.36,1.04,7.4537196
11272,410.17,471.42,1.18,7.3157163
11273,464.66,504.54,4.82,5.792121
11274,470.52,530.62,4.54,5.8578944
11275,463.75,543.4,10.0,4.9995594
11276,316.29,598.73,1.41,7.126643
11277,259.12,580.36,2.41,6.546134
11278,393.89,627.84,3.44,6.1571856
11279,428.14,787.83,2.43,6.534681
11280,518.81,658.72,1.57,7.009991
11281,683.01,529.48,1.5,7.058408
11282,686.73,683.51,1.7,6.924623
11283,652.81,753.85,1.27,7.2371383
11284,715.57,837.57,1.51,7.0539117
11285,515.46,684.18,1.87,6.8197837
11286,531.11,767.95,2.05,6.718151
11287,483.0,878.94,1.01,7.4848065
11288,678.26,938.36,3.86,6.032837
11289,233.11,929.53,1.25,7.256559
11290,405.66,896.83,1.46,7.0868564
11291,297.5,917.09,3.51,6.1378345
11292,152.74,953.84,1.12,7.381333
11293,143.26,981.58,1.71,6.9203925
11296,422.4,928.17,13.56,4.6691937
11537,94.18,41.12,31.88,3.7411165
11538,173.15,106.69,1.27,7.2398443
11539,173.23,107.32,1.98,6.7596006
11544,295.83,214.6,5.95,5.5633855
11545,277.45,334.51,1.2,7.3062763
11546,344.91,344.88,2.48,6.5155478
11547,175.67,341.15,3.43,6.161308
11548,31.86,394.38,3.82,6.04428
11549,186.35,453.04,3.5,6.1404176
11558,65.9,549.43,3.85,6.035947
11561,84.8,594.03,1.77,6.8781166
11562,68.97,586.99,1.2,7.3008475
11563,145.56,749.09,10.75,4.92144
11567,66.03,879.35,3.15,6.2542205
11568,350.64,356.76,1.04,7.462011
11569,504.7,542.84,20.33,4.2299094
11570,311.6,472.87,1.7,6.926402
11571,412.93,683.73,1.86,6.8291306
11572,427.35,691.5,2.23,6.6282268
11573,537.02,572.46,2.13,6.6791778
11574,692.93,778.44,1.1,7.3919435
11575,470.81,752.09,1.41,7.1259017
11576,626.28,872.25,1.6,6.9893336
11577,658.52,846.21,2.86,6.36048
11578,169.81,684.29,1.72,6.911637
11579,173.73,706.61,2.14,6.6744566
11580,213.01,749.01,1.52,7.047288
11581,198.49,820.11,1.78,6.873146
11582,338.1,891.33,1.23,7.2712383
11583,315.02,907.19,2.42,6.5395017
11584,336.42,922.94,1.72,6.908719
11585,206.68,955.62,1.01,7.486097
11587,267.26,995.95,1.58,7.0067143
11591,496.58,979.08,4.05,5.9818826
11729,34.47,545.86,4.73,5.813859
11730,13.49,656.24,1.66,6.9520373
11732,110.22,698.05,8.1,5.229379
11733,133.93,699.97,1.85,6.8298664
11734,134.86,796.42,3.9,6.022548
11736,11.27,818.15,4.16,5.9510493
11737,440.24,231.7,1.5,7.056389
11738,429.71,365.4,1.0,7.499504
11739,384.86,350.69,4.9,5.7739487
11740,531.04,500.89,1.76,6.887523
11741,284.64,608.06,3.96,6.0058713
11742,353.95,610.76,1.48,7.075103
11743,343.38,694.09,1.5,7.063023
11744,600.79,499.23,1.71,6.917284
11745,596.09,538.8,9.24,5.085514
11746,657.34,549.49,1.27,7.244406
11747,698.28,620.77,2.33,6.57975
11748,477.98,815.43,1.74,6.897182
11749,579.03,841.64,1.12,7.372514
11750,644.0,1003.71,1.12,7.3768296
11751,192.97,792.52,9.88,5.0131316
11752,189.14,905.36,12.48,4.75964
11753,133.38,936.2,1.56,7.0158906
11754,150.42,959.77,4.71,5.8180733
11755,175.23,980.71,1.67,6.9411855
11756,242.02,953.73,2.43,6.5376987
11910,789.18,378.73,1.0,7.4947624
11911,613.15,207.06,2.03,6.731918
11912,632.59,201.04,1.6,6.987822
11913,627.45,80.51,1.1,7.4013777
11914,872.65,213.8,1.57,7.0071235
11919,343.22,98.12,1.01,7.4917045
11920,362.26,54.31,1.37,7.160509
11925,590.98,5.92,1.25,7.253402
11951,90.47,155.61,1.15,7.3462396
11952,95.16,162.42,9.09,5.103025
11961,58.31,304.1,1.09,7.402915
11962,299.7,122.03,1.43,7.1124873
11963,353.19,307.99,50.17,3.2489738
11964,184.37,350.56,4.74,5.8109136
11978,75.52,943.42,2.73,6.407837
11980,436.85,260.28,1.44,7.1024857
11981,379.99,303.77,1.07,7.4239883
11982,455.21,321.54,2.28,6.607287
11983,392.33,451.03,67.78,2.922179
11984,556.2,426.42,2.91,6.340103
11985,435.35,480.91,1.03,7.471957
11986,416.54,532.88,1.24,7.262404
11987,481.68,578.87,2.38,6.559948
11988,244.68,535.83,3.13,6.2594643
11989,265.71,531.8,1.23,7.277951
11990,288.92,560.49,1.2,7.29793
11991,397.74,611.92,8.27,5.205865
11992,427.26,655.52,1.67,6.940604
11993,609.27,597.7,1.45,7.09893
11994,715.8,630.19,2.97,6.318389
11995,601.86,674.16,1.12,7.379561
11996,213.1,746.08,2.72,6.4120073
11997,167.84,882.38,2.54,6.4891577
11998,305.45,820.0,3.09,6.2745833
11999,209.4,935.62,1.17,7.3250465
12004,447.68,858.14,3.67,6.089439
12005,479.41,881.14,1.39,7.14091
12006,434.77,1009.28,7.54,5.3065114
12167,714.95,460.87,1.49,7.0693984
12168,728.76,305.43,1.12,7.3766026
12169,826.12,358.92,11.5,4.848247
12170,515.82,276.07,1.93,6.785996
12171,681.25,200.73,1.58,7.000039
12172,744.47,209.86,4.86,5.783748
12173,971.02,260.66,1.1,7.397609
12174,922.99,254.41,3.38,6.178256
12175,937.58,226.9,1.93,6.7860584
12177,980.09,122.52,1.06,7.434559
12178,451.04,117.25,3.02,6.299466
12179,303.94,22.82,1.42,7.1226234
12181,462.2,12.8,1.21,7.2925467
12230,64.08,151.42,1.32,7.195619
12235,36.1,234.58,1.02,7.4828544
12236,2.86,300.29,1.1,7.3938503
12238,218.95,150.43,1.74,6.8966446
12239,333.95,298.73,1.3,7.218165
12240,325.81,369.34,1.01,7.488846
12241,121.94,391.17,13.19,4.6996293
12242,22.84,426.39,4.61,5.83965
12243,31.51,463.51,2.75,6.39971
12244,62.17,515.04,1.47,7.082697
12245,257.56,444.29,1.42,7.116225
12246,198.31,547.77,1.58,7.004098
12260,8.54,676.1,1.04,7.457567
12261,13.93,793.2,1.16,7.342089
12262,130.15,812.79,1.11,7.388545
12266,431.79,272.6,3.87,6.030135
12267,402.16,334.52,1.69,6.927218
12268,488.04,338.21,1.36,7.168048
12269,529.47,363.32,1.07,7.4304132
12270,494.7,469.45,1.22,7.281573
12271,522.87,516.44,1.64,6.9600954
12272,364.98,531.97,2.77,6.39424
12273,237.78,582.83,1.79,6.8690195
12274,369.05,614.77,1.94,6.7828293
12275,637.04,567.88,1.19,7.309692
12276,725.06,610.95,2.0,6.74574
12277,695.82,680.79,12.67,4.74327
12278,491.47,763.69,1.46,7.085489
12279,537.85,694.31,1.21,7.292352
12280,686.29,892.51,1.35,7.178162
12281,646.73,989.31,1.28,7.2359757
12282,177.32,867.77,2.03,6.7304435
12283,214.71,838.51,1.1,7.394977
12284,246.25,930.8,7.12,5.3687863
12285,346.33,958.47,1.21,7.2920527
12286,343.54,996.76,5.24,5.7010446
12288,451.42,868.83,1.88,6.814058
12289,452.78,881.4,1.33,7.186715
12290,581.63,1020.67,2.89,6.347956
12448,98.11,53.04,2.39,6.553559
12449,183.92,128.12,4.37,5.8986197
12451,38.53,240.64,1.28,7.233671
12453,160.36,265.96,1.14,7.3558106
12454,225.18,241.22,9.45,5.0616364
12455,207.53,260.32,2.14,6.674444
12456,378.34,214.25,1.11,7.39155
12457,380.08,253.12,2.23,6.6282716
12458,303.31,272.05,1.64,6.9606853
12459,290.97,305.33,8.86,5.130968
12460,124.99,289.89,1.93,6.7847133
12461,188.84,320.55,1.51,7.0516443
12462,120.43,356.63,2.1,6.692304
12463,27.78,404.08,9.36,5.0723734
12472,80.16,749.76,1.67,6.944481
12473,87.34,744.27,1.02,7.482274
12474,96.21,774.58,68.15,2.9163165
12478,100.07,874.79,7.25,5.349056
12479,398.06,296.12,1.24,7.2630134
12480,514.63,330.7,7.01,5.385694
12481,478.82,352.55,1.1,7.3981347
12482,524.46,364.72,3.82,6.0453506
12483,401.15,598.81,1.3,7.214954
12484,360.96,636.48,2.09,6.697455
12485,688.53,702.73,2.01,6.7399673
12486,476.02,723.4,1.63,6.970668
12487,637.32,875.29,2.59,6.4657784
12488,690.76,886.67,1.42,7.121958
12489,601.32,893.1,3.63,6.099893
12490,605.3,951.24,3.98,6.000765
12491,279.22,751.31,1.01,7.4861207
12492,193.6,840.13,1.45,7.097991
12493,200.49,878.58,1.32,7.2019625
12494,297.51,868.66,1.09,7.4026036
12495,364.1,1006.83,1.18,7.3181334
12496,377.04,987.39,3.52,6.1345797
12497,196.72,976.23,5.77,5.597351
12498,525.54,964.14,6.16,5.525941
12715,126.39,91.21,1.18,7.3161864
12716,146.04,161.48,2.52,6.498595
12719,70.92,208.4,2.18,6.652114
12720,326.1,159.49,1.58,7.0044274
12721,252.34,216.53,1.42,7.119799
12722,217.66,263.54,3.81,6.0479727
12723,304.16,242.61,7.77,5.2732944
12724,278.42,319.05,1.3,7.214915
12725,128.95,364.63,3.2,6.235868
12734,24.59,523.31,1.39,7.1387906
12736,141.92,633.89,1.37,7.1569295
12738,58.04,885.3,1.58,7.006656
12739,455.46,384.16,1.37,7.1615343
12740,421.72,533.35,1.45,7.1002736
12741,237.55,614.52,1.15,7.3528
12742,370.81,581.76,3.36,6.182846
12743,432.83,660.84,1.05,7.4482846
12744,603.15,497.85,1.13,7.369727
12745,560.95,689.68,1.15,7.3435845
12746,513.5,664.42,3.42,6.164902
12747,487.1,700.67,1.23,7.2714496
12748,557.57,760.17,1.51,7.0513678
12749,174.01,685.39,1.59,6.999414
12750,162.15,710.29,1.26,7.2465343
12751,156.82,773.49,1.02,7.4776683
12752,319.53,856.28,1.33,7.190613
12753,372.5,836.77,1.95,6.774047
12754,387.38,881.01,1.05,7.44652
12755,240.46,1007.98,5.11,5.727995
12951,58.4,96.75,1.56,7.014203
12952,83.02,114.48,5.51,5.6477556
12954,29.26,270.83,1.52,7.047913
12955,43.6,337.11,2.85,6.36443
12958,200.54,294.31,1.9,6.8033366
12959,271.81,303.6,1.61,6.984213
